ID_REF,GSM992693,GSM992694,GSM992695,GSM992696,GSM992697,GSM992698,GSM992699,GSM992700,GSM992701,GSM992702,GSM992703,GSM992704,GSM992705,GSM992706,GSM992707,GSM992708,GSM992709,GSM992710
7892544,5.702988959,5.648409554,5.330127276,5.673022396,5.444614284,5.878306582,5.420806352,5.746582455,5.830959106,5.312438773,6.073486723,5.786369625,5.950623607,6.264279336,5.900813539,5.82152014,5.593266788,5.478874352
7892545,6.562302333,6.967868914,6.771891958,6.159604515,6.380607234,6.069216257,6.799757502,5.614790709,6.333639398,6.830840445,6.800933452,6.61487304,7.196359353,6.729132642,6.428205974,7.435246491,6.964472196,6.90824442
7892547,4.823436015,4.954502739,4.774504952,3.823095606,4.995385031,3.729647151,4.788457385,4.86752776,5.077608441,4.783073697,5.349419911,3.905635513,4.99347308,4.765034679,4.465990466,5.521652916,4.446965202,5.275536561
7892548,7.716116909,7.330792616,7.626381881,7.327159065,6.598568356,6.839911453,6.626869877,7.125956647,7.07793169,6.970783262,7.311198646,8.02114692,7.155162327,7.579929864,7.117708499,7.93432683,7.115299868,7.197345348
7892549,7.452970759,7.252812609,7.495501823,7.505417308,6.941163492,6.607499808,6.511397608,6.967050546,7.025540535,6.811648954,6.249891242,7.423177655,7.235791729,7.735880551,7.154113991,6.796688936,7.095687777,6.701540856
7892550,7.395090724,7.123282917,7.218052924,6.629741068,6.146681569,7.453549693,7.462734888,7.246286249,6.797766788,6.963668768,7.552563603,8.046204508,7.660972127,7.497132101,6.778845668,7.809069623,6.68718698,7.148182796
7892551,10.68309273,11.37267819,11.13421637,11.15262455,11.29885349,11.15854411,11.27356989,11.10300492,11.27506603,11.22150427,11.22803924,10.97775954,11.25643178,11.27715468,10.73845069,11.1913137,11.33770971,11.2962882
7892552,5.94673213,5.348483133,6.727044219,5.285794488,6.059134224,6.195827185,6.086125547,5.63173449,6.351012477,5.247646683,5.088566629,5.380312456,5.548406475,5.021085191,5.189676118,5.122749681,6.02533486,5.68165691
7892553,5.783377525,4.98643487,5.587791274,5.944878125,5.461161792,5.755051027,5.412061359,4.968131916,6.018356804,4.816228303,4.007903592,6.200958096,5.287146616,6.284442699,4.707554127,5.5729068,4.544472667,5.105587805
7892554,3.316423063,3.65160447,3.620861706,4.059060243,3.966724808,3.716081596,3.895625069,3.933200742,4.370974638,3.483218693,3.471918353,3.567015491,3.43209637,3.473719062,3.489552856,3.541878432,3.503391228,3.573307619
7892555,7.520201852,6.244430707,7.716328654,6.651685609,6.39296728,6.999266293,7.844980642,6.05887682,6.837572427,6.569458879,5.899064177,7.05498465,7.354245178,6.921686635,6.027919364,6.517734597,6.628772951,7.055936232
7892556,12.4056879,12.44319758,12.15903096,12.09204529,11.92673243,12.04800886,12.06054373,12.1400691,12.44098605,12.22272361,12.58116743,12.51163401,12.51197343,12.48735824,12.39351107,12.23775856,12.35199102,12.28957096
7892557,2.796190651,2.870836732,3.138918553,3.018141683,3.119123604,2.62440377,3.057326379,2.913320412,3.21716157,3.551637684,3.444208286,3.525925427,2.98984128,3.588798047,3.154809208,3.520910976,3.205709421,3.257317787
7892558,4.417463976,4.451673277,3.901110625,3.912931886,4.060870782,3.799342135,4.3331599,3.851408039,3.848002867,3.505613247,3.452897988,4.326809902,4.382657055,4.140686767,4.191620673,3.650676405,4.274309161,4.443997827
7892559,6.899996801,6.769293737,6.524675983,6.520712272,6.052410754,6.419382513,6.192342775,6.608725165,6.471672389,6.577597684,6.887763188,6.397119737,7.010370547,6.570812717,7.077490861,5.775040033,6.572549907,6.893528999
7892560,5.591762717,6.177087323,5.33108433,5.398489909,4.599549871,4.771566082,6.033365116,5.559281111,5.941457578,5.335027681,6.092234548,6.210247852,6.200490266,6.163816034,6.392898135,5.919187044,5.113364793,4.996768963
7892561,10.35418986,9.940929175,10.58616966,10.59844878,10.21029261,10.07206719,9.962649102,10.18109733,10.05408872,9.809931156,9.168165968,10.20338595,9.573786251,9.478376096,9.682076835,9.981222394,9.91356577,10.27067325
7892562,8.406096594,7.7653651,8.245960452,8.445259508,7.82437924,7.101994635,8.084905006,7.805690629,7.711040761,7.551868504,7.250978791,7.700707471,8.089454613,8.058929299,7.536663773,7.632566932,7.649341533,7.812349343
7892563,8.237756242,8.324162769,8.067024327,7.954808473,8.058447674,8.172442849,8.443421771,8.039686613,8.135205923,8.001173742,8.440289432,8.244768677,7.933430462,7.973909521,8.511916428,8.316612944,7.746110366,8.07023043
7892564,11.39340251,11.40657322,11.72187052,11.63484914,11.33370099,11.24217587,11.35056626,11.15657627,11.18272927,11.36694455,10.81967182,11.25928632,11.23159364,11.25869348,11.16102279,11.11191039,11.07865517,11.39494848
7892565,6.595698366,6.532325853,6.023053979,5.722464974,6.304133334,6.251363923,5.563258249,6.032694962,5.59932371,6.641558198,5.600086744,6.648634585,6.300910168,6.247636435,6.754026084,6.360120545,5.675993761,6.150146923
7892566,6.746650757,6.111980948,7.31367861,6.422439197,6.545329077,6.406191364,5.898543239,6.360253584,6.443500093,5.932436491,5.565221549,5.642182707,5.953947957,6.231869149,5.585500904,5.354212561,6.854177269,5.942914056
7892567,6.726683713,6.108759416,6.648978651,6.157256038,6.015502039,5.650888743,6.470986404,5.826262399,6.48415217,6.450423166,6.818123125,6.87627576,6.897811077,7.426147605,7.078877367,6.920087744,6.163768052,6.649423816
7892568,10.52878771,10.3991108,10.55747627,10.55514879,10.43978358,10.32526697,10.33857981,10.24797362,10.21483146,10.35456226,9.814938207,10.48978414,10.31631088,10.04913705,10.16224951,10.15164377,10.35997572,10.59768296
7892569,9.222576638,8.724315659,8.983525195,8.9678492,8.672697904,9.132370336,8.877421004,8.760663562,8.721755778,8.520759757,8.282737031,9.119634448,8.894827468,8.705741409,8.522180581,8.482181309,8.735669729,9.192294454
7892570,8.272448001,8.468912458,8.076547006,8.197439831,7.354458018,7.905459545,8.300117246,7.593743619,7.887891356,8.032974623,8.033270388,7.952930124,8.375723733,7.76573419,7.399172551,8.135564222,8.46234123,7.67167878
7892571,2.766933226,2.846157207,2.653534464,2.554056103,2.598182669,3.202851298,2.815329092,2.655093036,2.610882976,2.67540937,2.746660208,2.772701746,2.839649603,2.788642664,2.572119049,2.847114655,2.521077528,2.839613171
7892572,7.015497595,5.24603561,6.677207394,6.998261535,5.959054463,7.076428927,6.468513248,6.327102038,6.348047346,6.439271442,7.149197338,7.165018847,6.226893742,6.66288617,5.761075315,7.123092861,6.619554473,7.171193052
7892573,7.59526325,7.489236585,7.364906721,7.539472927,8.033740224,7.943793082,8.239276176,8.086340017,8.23736398,7.752046267,7.672314426,7.614739064,8.031969275,7.725753037,7.553865196,7.437480164,8.193659027,7.858966611
7892574,10.75241683,10.41142217,10.75128426,10.86480112,10.47548881,10.29421876,10.4156486,10.24819073,10.41665071,10.19838409,9.789351044,10.18922684,10.11083994,9.980722349,10.35203733,9.974131429,10.15479315,10.30578487
7892575,8.272592521,7.611073678,7.964663495,7.748277154,7.951479286,7.954226919,8.196387962,7.817564697,8.109872833,7.844019412,7.048231943,8.616970231,7.964524989,8.50146668,7.680592744,7.922676909,7.758225184,7.965350233
7892576,6.440950433,6.452343574,6.465179552,6.203960026,5.862363935,6.509090726,5.76432257,6.031570714,6.44737943,6.511286136,6.567729005,6.525187893,6.345942565,6.67630741,6.495489402,5.63248825,6.001430704,6.442739331
7892577,3.397711925,2.86485745,2.895691518,2.768705619,3.184874747,3.13894301,3.142595974,2.888311059,2.780915395,3.402662807,2.97461961,3.244683753,3.147787916,2.988120094,3.373720182,3.013693983,3.193661806,3.414622374
7892578,4.699522759,4.697409855,4.230573854,4.283543758,4.54157208,3.847412707,4.513797009,4.987160021,4.458958812,4.281810988,4.009409654,5.401626079,4.828579309,4.048211111,5.183164114,5.450695135,4.21272524,5.094416301
7892579,10.61971621,10.4120538,10.36790154,10.83518743,10.7546882,10.24836409,10.34863167,10.39732458,10.21644475,10.40001901,9.82513831,10.54379371,10.44159843,10.60067929,10.94176552,10.42537371,10.41537126,10.31439703
7892580,4.617199198,4.305814929,4.338014571,4.386756306,4.568230129,4.183999375,4.626679182,3.769780952,3.962658486,3.794129331,4.098040538,4.615144042,4.171009821,4.732647195,4.549492685,4.14773364,4.743709299,4.66242593
7892581,3.38698247,2.941763031,3.024603735,3.059712131,2.838506111,3.268553725,2.619843083,3.117247052,2.928876941,3.051123475,3.260915414,3.308964572,2.843751828,3.027002683,3.370406502,3.100853872,2.90957977,3.014520573
7892582,3.991891095,3.704129656,4.204204739,4.389007295,3.792276745,3.483585965,4.044360749,3.106866154,3.35438279,3.605921171,3.317717147,3.983943607,3.235749866,3.237691003,4.510085126,3.319117899,3.604178189,3.718374259
7892583,5.439929646,6.093587879,4.850470051,4.794334528,5.56662237,6.242375069,4.724331155,5.761795485,5.107262487,5.576612864,5.640142019,6.068209576,5.837073471,5.865123186,6.498021225,5.092752785,5.49190514,6.09488699
7892584,7.022582655,7.504011012,6.768700937,6.612783739,7.028665524,6.596275421,6.866693051,7.348702221,7.015864357,7.322387456,6.593932839,6.6404401,7.358932155,6.592506513,7.193196824,6.090709536,6.998158604,7.092938435
7892585,3.179102408,3.206486706,3.186122814,2.765441241,3.024304793,2.761523671,3.482601934,2.713210849,2.935652392,3.468936614,3.074389268,3.38941335,3.542587382,4.066541823,3.228368221,2.590029886,3.389241519,3.446054794
7892586,2.725687178,3.131765519,3.486141544,3.007836996,3.078189981,3.057994345,3.073160712,3.404811205,3.505839111,3.700144445,3.697000612,3.612003147,3.280686432,3.615228212,3.075051427,3.069300333,3.852301696,3.272077431
7892587,5.162829479,5.258007893,5.578091105,5.812080046,5.516039978,6.202633699,4.812318962,5.367678874,5.53712189,4.616403827,5.391383062,7.020021594,6.225321692,6.62792938,6.235684204,6.474338665,5.889259923,6.132224636
7892588,2.831975193,2.666108938,2.86725426,2.580145176,2.969543089,2.766037787,2.749227822,2.714976192,2.693547087,2.981766843,2.758808841,3.035707257,2.71402072,3.320908324,2.831152615,2.835322233,2.77636503,2.811005926
7892589,6.392583027,5.796232193,5.644720209,4.783164406,5.99620845,5.737302828,6.737378819,5.9836808,5.038641876,4.933688898,6.005824266,5.852921804,5.741084613,5.218204493,6.476277932,6.452423953,6.760185098,5.544273737
7892590,3.567830629,3.469172664,4.293839714,3.555511431,3.148690299,3.40697745,4.076061571,3.153417861,3.485546521,3.44141886,3.832641779,4.20459645,4.513126167,4.485424443,4.034224126,4.09864454,4.122706582,3.564339662
7892591,2.904512977,2.981046027,3.325038016,3.447127286,3.494269342,3.197019471,4.241072969,3.202053668,3.266156152,3.09467632,3.135685748,3.566124043,3.080336758,3.541611842,3.114795739,3.305235005,3.435918596,3.228226191
7892592,6.316960035,6.532103361,6.247620216,6.409243067,6.026269622,5.981309009,6.463020976,5.924079696,5.778157121,6.433374498,6.026853378,6.08404163,6.293929492,5.835014412,6.132612247,6.44498105,6.46806463,5.819715479
7892593,4.910928167,5.612772036,4.521008866,3.954054803,3.983449559,5.586352621,4.818006866,4.730105909,4.840774109,5.436796819,5.670462561,5.276105274,5.793012931,5.238342702,5.530814671,5.022919413,4.343169468,4.452434221
7892594,5.445418621,4.457644506,5.209452968,5.232379427,4.667323429,5.658414904,5.339110109,5.435163644,5.231740309,5.285988553,4.570987143,5.899490323,5.676144776,4.949232423,5.145661014,4.87261357,5.937732182,4.655198625
7892595,6.188705491,5.309317376,6.022545597,5.939696739,6.625132075,6.218594181,6.625687754,5.240971993,6.298090198,5.814471685,4.807064568,5.955356014,5.799628865,6.428013751,5.281712502,5.77207952,5.812412376,5.975036948
7892596,5.404288794,6.130722912,5.396694598,5.775688383,5.620696854,5.903848134,6.263788897,5.888528625,5.570804132,5.711128439,5.668419167,6.033400054,6.120426863,5.959153596,5.722058262,5.937580975,5.519427066,5.639234663
7892597,4.964985629,5.382264777,5.658606435,5.691064657,7.795074309,6.457530026,6.010239041,6.641085356,6.412371007,5.909516322,5.314176137,5.89403331,5.493673948,6.070509554,6.442752765,5.86733918,6.613337437,6.387370922
7892598,9.73776614,9.214451482,9.84820949,9.776066424,9.538916597,9.428375483,9.616624707,9.265154741,9.237989681,9.028269117,7.554591521,8.903430729,8.545390555,8.767387542,8.457287242,8.035309878,8.304199016,9.085112083
7892599,10.71456671,10.26766163,10.67774775,10.67711892,10.58590018,10.28664929,10.32484744,10.06564708,10.2668028,10.16735127,9.819635396,10.35246519,10.28209278,10.34627068,10.37390685,10.3852337,10.39647382,10.28778208
7892600,3.294501055,3.120964086,3.22997136,3.481264185,2.903856784,2.96860193,3.499721469,3.078341841,3.361450136,3.5612774,2.942175585,3.275768737,3.676748647,3.276920411,3.002657681,3.015093929,3.46211669,2.851040824
7892602,3.058620514,3.008813006,3.134830395,3.18834228,2.856042142,2.458598131,2.986373398,2.513386018,2.814521854,2.659786125,3.011986354,3.221384824,3.009573119,3.397225564,2.799244997,3.138544778,3.322489092,3.316965608
7892603,6.081647229,5.043300752,6.275161671,6.071358946,5.017509413,5.071342664,5.586233736,5.387986352,4.865948103,5.500569285,4.092736255,5.25901931,5.553367075,4.584329181,4.577657207,5.663846328,5.458087993,4.422171415
7892604,3.706552281,3.40279158,3.437453748,3.375101594,3.894972171,3.356754998,4.185053639,3.817371171,3.845639361,3.957345238,3.279573846,3.669603416,3.842949283,3.562177305,3.241225859,3.691917947,3.921520675,3.629656868
7892605,8.210037209,7.624229968,8.365447872,8.261280112,7.676317128,7.268898773,7.836982437,7.509876907,7.445930994,7.612523555,6.477103736,7.820029654,7.293374498,7.211084371,7.379573583,7.153752196,7.276156227,7.838652694
7892606,11.98315058,12.33702713,12.21072904,12.06986161,12.48254635,11.84439715,12.19443874,12.09866017,12.3193635,12.18953482,12.38508116,11.81309193,12.12687152,12.21039789,12.14896722,12.46730225,12.15949775,12.30890288
7892608,8.391792896,8.995160856,9.010401036,8.649263287,9.745420215,9.256116184,9.073830124,9.321349276,9.352131344,8.766311597,8.862908525,8.833714075,8.917675762,9.091630107,9.112873262,8.975939288,8.981705232,9.32326021
7892609,2.713116418,2.569916794,3.073455874,2.41400041,2.70858745,3.392583833,3.626000331,2.765442472,2.665120438,2.675580574,3.283347984,3.341499115,2.961216862,2.815273782,3.267172532,3.069566369,2.929464884,3.043678189
7892610,7.203207533,6.303902092,7.794172016,7.57518269,6.350446992,7.017242195,7.334724901,6.430580132,6.793823359,6.471695886,6.360727294,7.287916444,6.548627989,6.616758165,5.896533241,6.505869532,7.560192214,5.949186476
7892611,3.381996327,2.654643638,2.941063368,2.611473151,2.877254303,3.031577437,2.539038727,2.717922217,2.717920173,3.065895529,2.728643675,2.852986497,2.570554804,2.720087496,2.747521931,2.477666399,2.575288215,3.187669321
7892612,5.052689874,4.920504718,5.305760574,6.562666702,5.67076798,5.08800557,6.047932246,5.222394785,6.033150987,4.770723311,5.033169281,5.080427125,5.141331261,5.780185856,5.240135744,4.547807174,6.295616584,5.187373602
7892613,10.36127994,10.58645642,10.37484636,10.42420469,10.95369555,10.35438367,10.63167406,10.35256568,10.65428278,10.40999194,10.32549614,10.14469384,10.52228684,10.68375317,10.40133731,10.47612101,10.74410359,10.48586801
7892614,3.046620106,4.282708999,3.402448931,3.751749396,4.869731834,4.149159553,3.369662221,3.901754072,3.61728233,4.188294473,3.48914734,3.43235108,3.686271019,4.207278556,3.966523642,3.833675807,4.127162343,3.861543764
7892615,5.173464261,4.721492093,5.325035246,5.349510321,4.934950064,4.763495185,5.349116117,4.853493057,4.956816587,4.514507021,5.152831129,5.056766263,4.903592044,5.070845187,5.053285512,4.785704424,5.282727907,5.263435973
7892616,2.850403466,3.012132904,2.915928731,3.10583194,2.892418095,3.240706813,3.054767669,2.915488205,2.907157446,3.291242312,3.085384096,2.913163471,2.791756007,2.791306636,3.060697719,2.673958977,2.900125571,2.755216253
7892617,12.25832254,12.54244162,12.50215452,12.44110599,12.63461794,12.29573004,12.71789068,12.69581032,12.4159056,12.5834981,12.4858035,12.18196007,12.5622649,12.42943125,12.48110743,12.4162626,12.55616532,12.22602893
7892618,6.364427119,5.950262981,6.345557706,6.675885274,5.564376723,6.499862508,6.446080111,6.068545212,6.303547449,6.097338576,5.425656731,6.792142665,6.003805936,5.982737843,5.71401021,4.516032976,6.406044214,6.211895043
7892619,4.244248808,4.239023601,4.823998276,4.489947757,3.769659627,3.722955456,4.427923325,3.322573023,4.704135522,3.753142472,3.441469862,4.275276111,3.520499694,3.673378076,3.256032678,3.799831005,3.380375967,4.107862915
7892620,10.97529679,10.82563517,11.15668473,11.21253474,10.879833,10.94461646,11.05953775,10.70615198,10.81831162,10.93528687,10.50223715,11.02120787,10.89209602,11.17997484,10.85619743,10.61436116,10.69996999,11.10818005
7892621,11.95252763,11.82507059,11.86151304,11.98474867,11.8227213,11.79913086,11.64738528,11.7251708,11.73045694,11.69705759,12.10245732,12.05798361,12.05235154,12.19522662,12.12467297,12.14822735,12.14579692,12.00302089
7892622,9.793035318,9.234797555,9.965360375,9.545801078,9.710064131,9.716026644,9.926227485,9.364218874,9.473763167,9.955284521,9.186828279,9.900127314,10.00957512,9.552381334,9.447455608,10.00113401,9.620711319,10.25717442
7892623,10.1581128,10.29688838,10.38275764,10.32654183,9.930119379,9.891849205,9.934705203,9.93372484,10.14515237,10.10596429,9.649890889,10.01770245,9.790157535,9.835006843,9.989146793,9.609926631,9.760875629,9.954888191
7892624,4.698634123,3.912887831,3.726196892,3.929992662,3.693578088,4.330507349,3.705949117,3.842667,3.624924139,3.792347449,4.746848638,4.009587317,3.347037693,4.079821386,3.553719929,4.033317292,3.673819579,4.29852438
7892625,7.040117419,7.281952624,6.780809803,6.56437048,7.019990145,8.098007038,7.315126498,7.086530212,7.263074886,7.753682535,7.820681534,7.562178384,7.18854809,7.182508063,6.981795176,7.536085147,7.012302155,7.171616827
7892626,5.245851528,5.848342772,5.586452396,4.966313288,5.325738215,4.758700713,5.624317368,5.389578109,4.975388768,5.956246745,5.925490129,5.230176613,5.761665822,5.63545414,5.28394717,5.360720457,6.229473362,6.143717063
